Reviews,Label
"Great food. Great service. Our server, Amy, was wonderful and the manager, Pete is quite a character and really made sure everyone felt at home. 10/10 would recommend.",positive
Such a cute place. Small inside but flatbread pizzas and wine selection is really good. Staff there is very friendly and treats everybody well. Enjoy going there!,positive
"Staff is pleasant and the wine is great! They also have some good happy hour deals. I've eaten here and have never been disappointed. One time my friend and I were looking to purchase some wine, and the person helping us was extremely knowledgeable! Love this place and would definitely recommend.",positive
"I loved the atmosphere. It felt nice and cozy. I love having a local wine bar in Brecksville. The bar was not loud even on a Saturday night. We had a delicious flat bread, the ingredients tasted fresh. The service in my opinion was good they gave you space while still coming by to refill your beverage. I will definitely be back.",positive
"I was tooling around the Brecksville area on a recent afternoon and spotted 750 ml on a corner. I wandered in to peruse the wine/beer selection but I ended up tasting a red wine flight. What a great place to try ecclectic wines that aren't offered at other places!!! I was warmly greeted by Frank and sat at one of six tables aligning a stainless steel bar. Behind me was a wall of wine that I was able to wander through while tasting. I ordered a red wine flight of Spanish tempranillo, a french bordeaux, a California red blend (sweet), and an Australian shiraz. Frank placed them on a gorgeous wooden (pine?) server with hand-written descriptions so that I knew which I was tasting. He presented them in order from dry to sweet so that the wines would be palatable. I have to mention the fact that they don't serve food until 4:00 pm. I was happy with the fact that I walked in the front door and wasn't overwhelmed with the fragrance of food. This is the PERFECT atmosphere in which to taste wine! Our next stop will be 750ml in Fairlawn!",positive
What a wonderful wine bar. I had one of the wine flight and got to sample a few different wines. I even discovered a red that I finally enjoy while I was here. The server was very knowledgeable and help guide me to a new fun wine tasting experience. I can't wait to go back again.,positive
"I really like the atmosphere of this place, and I definitely enjoyed my wine flight and bento box of snacks. I was disappointed in the service, however. The service was fine while we were seated at the table and ordering from the menu, but when we were perusing the wine selection looking for some gifts and bottles to take home, no one offered to help us. We eventually gave up and went to Heinen's.",negative
Was in there several times the people are rude. The food was marginal at best. When the food came out and was not cooked thoroughly I asked for the manger Frank came out was rude and said the food is usually good but I must be picky. The owner happened to be there and she was not nice as well. I feel my money spends anywhere and it won't be spent at 750ml.,negative
"I highly enjoyed the wine flight that I ordered. They have a very large selection of wines at very good prices. My friend and I ordered the Sriracha Hummus to start and it was just okay. It was pretty much just your typical plain hummus with Sriracha squirted on top. But, I am a HUGE olive fan and the olives that came with the hummus were to die for! We also shared the White Hot flatbread and similar to the hummus, it was nothing special. Asiago spread as the sauce with grilled chicken, cheese and red pepper flakes... My takeaway? Go here to drink...eat elsewhere!",negative
"This review is mostly about the wine club that they offer. I don't think their wine picks are exceptionally good and the price per bottle didn't seem discounted. If I'm committing to buying wine every month I would expect to get a better deal. We used to live in wine country in Oregon and all of the wine clubs discounted the bottles that were included in the shipments. Also, they could offer memberships that were quarterly so that you can get nicer bottles instead of having to buy cheaper bottles monthly. We have also been here for drinks a few times. I like that it is local and there is such a good selection of wines. There is a corking fee if you don't choose off of the menu (which is sad because they have such a huge and awesome selection that is not on the menu), and it seems a little high. The service seems hit or miss. Would like to try the food but haven't yet.",negative
"I'm not sure why this wine bar is rated so poorly. The service has always been great, there's good food, reasonable prices with varying specials in flights or pints, and obviously a great selection of wine. As for the decor, it resembles the exact feel of California's small tasting rooms. What a treat in NEO!!",positive
"Wife and I went to 750ml for the first time on Friday. We were with a large group of 8. Here are my thoughts. Downstairs was tight as other Yelpers mentioned. To me no big deal as they are doing what they can with the space they have. Wine selection was actually pretty good and prices seemed in line. We went upstairs and it was nice. They really need a few chairs opposite the bench seats though. The decor in general was nice. The wait staff did a nice job for us. They ran out of wine glasses so it took a bit of time to get our drink on but once we got going they were very attentive. One other nit pic issue is that I feel the Reds were served way too warm. I'm also thinking what happened is the glasses were washed and dried and were hot when they were poured into. Almost forgot, the food was very good. Especially the mushroom flatbread and the bruschetta. We will return for sure.",positive
"Wife and I have driven past multiple times and decided to give 750ml a try. Bad decision.....interior was okay, kind of blahhhh. We walked in and looked around, no one acknowledged us, so we just sat at a table. A server came over and asked what we wanted to drink.....I asked to see a wine list first....really? I asked my wife. After an awkward 5 minutes we ordered. We decided to share a flatbread. Raw chicken! We told our waitress and she brought it back to the kitchen. We told her we didn't want it back and they still billed us for it. To sum up our experience, we felt forgotten from the time we walked in to the non-existent thank you when we left. Staff huddled in the corner chit chatting, customers waiting long times. Better options in the area.",negative
"We had the Tuscan flatbread which was good - but could have been a bit hotter - it was only semi-warm. The staff needs customer service training. They are still not sure what to do, or when to do it. The bartender gave us our menu, we figured out what we wanted, then she said, ""Oh you can't order that - you have the wrong menu"". The atmosphere could be warmer. It is very modern, stiff and sterile. The metal chairs were not comfortable - they looked like prison seating.",negative
"Atmosphere is nice, limited seating. However they were completely unprepared for their opening. Several times the servers passed us by. We sat for over 15 minutes and were never acknowledged.",negative
I'm don't eat a chains much but I'll stop in to my neighborhood Applebee's when I'm feeling it. This location in particular is great! The staff is attentive and they care about your experience. That Kind of service honestly makes the meal a little bit better. I usually get the 2 for 25$ with my buddy and it's honestly an amazing deal.,positive
Great place I enjoyed the service and my server was amazing definitely recommend this location for a great meal and even better service thank you Libby,positive
"Dollar margaritas is what got the group in, but the great service (plus mediocre to satisfactory food) is why it's A-OK in my book. Mike (working at the bar) was super responsive and efficient when over 20 of us pedaled into the restaurant from a late evening bicycle ride. He doled out our drinks for the entire party at once, took our orders, split our checks and didn't disappoint in any part of his service. As for the late night happy hour food, the nachos were a bit too soggy and spicy for my tastes, but the boneless chicken wings were as expected.",negative
"I usually don't frequent Applebees but there's a good reason why this location has 2 stars. We sent one meal back because it came out cold, only to get a steak so inedible that I wouldn't feed it to my enemies dog. The only saving grace was our server, Leah was very nice and made it right by having it taken off the bill. I won't be coming back.",negative
"Hi, I don't know why People is not giving a good review!! It doesn't make sense! It's the best staff ever.. I love them all.. I wish Natasha was a server. She always smiles at customers faces. I like the mangers there too.. also the bartender Mike and Kyle, they will take care of you every time you go there. Frank is the best manger you can have. It's really great staff! Hire Natasha to be the server at the tables :) we all want her! Rakan,",positive
Walked in at 12:30pm and was blown away by the wait staff. I have had meals for $300 per person that didn't have such good service. Waiter was there in under thirty seconds whenever I raised my hand but otherwise didn't distract me from my meal and audiobook. Food was above average and cooked as perfectly as is possible with pasta.,positive
"The hostess was awesome. She held the door for me and had a bubbly personality. This is the type of person you want working at the front. I was seated right away. I had the steak with shrimp on top. It was really good. The only thing I didn't like was that the side of broccoli came in huge pieces. It was a little overwhelming and just different. I like broccoli but the pieces needs to be smaller, not the size of little trees. My server was very nice and attentive. The restaurant was clean but they were playing Spanish music the whole time I was there. It was just a little odd since this is a neighborhood grill. Other guests at the restaurant were also making comments regarding the music. The manager on duty was not seen at all. Normally they make their rounds which I feel is important.",positive
I'm surprised people eat here and downright shocked that people order food to go. Applebees is gross. I wait for my husband to pick me up at the one at Rural and Broadway after work and the place is one step up from a total dive. The staff is friendly which is the only good thing about the place.,negative
Second time we have been to this location. The first time isn't wasn't great we decided to try it again and this time was even worse. All our food was cold. My daughters salad had a hair in it. Will never go here again!,negative
"Very unpleased .... Service was ridiculously not to par ... Hardly any people eating but took almost an hour to get the food... Waitress messed up both orders ... Then messed up the bill uncountable times first undercharged my self then fixed the bill to over charge both of us ... Then said there was MORE TO PAY and ""which one of you is gunna pay the extra $7"" ... I was floored and very upset asked to speak to a manager who seemed to be completely out of it???? Offered us a $5 coupon off NEXT order of a two entree purchase you have to be kidding me ... Why would i give you guys MORE money smh. I was extremely displeased would not recommend to anyone. Didn't even take the coupon is was so irritated.... DONT GO THERE ITLL RUIN A GOOD DAY",negative
Poor service. The wait staff was inconsiderate during Thanksgiving. We waited 20 minutes before we were told to wait even longer. We just left at that point.,negative
"I came here because a girlfriend of mine wanted to get drinks after work. I haven't been to an Applebee's in such a long time. I was surprised at just how tasty the drinks were. Ok. Fine. I had a burger and fries too. Stop judging me! That was pretty good too. For being a chain restaurant, I have no complaints. The service was fast and friendly. Made for a really good experience.",negative
"HORRIBLE service! Upon walking in, there was no host/hostess at all. I stood there awkwardly waiting for at least a minute or two before I was even acknowledged. After I was finally seated, I sat there for at least 5 minutes before the waiter (Troy, I believe) said he would be right with me. I was waiting for my friend to arrive, but he still did not come back to even ask what I wanted to drink. I sat there for 20 minutes (my friend finally arrived by then) before he came over to see what we wanted. After being starving from not eating much all day, my patience was pretty thin. After waiting so long, what I wanted was a sincere apology, but instead he tried to brush it off with some humor instead. I never got a refill on my drink even once. The waiter also acted extremely unprofessional and talked to us like one of his ""buds."" I asked him if something on the menu was good and he even said ""I try not to eat where I work so I don't really know."" This is the second time I have received terrible service at this location so I will NOT be returning here. The only reason I even came back was because I had a gift card for Applebee's and it was the closest location to me. Go somewhere else for dinner!!",negative
"Amazing service! My friend and I were sat at a booth right away and our waitress Ashley was there in seconds ready to get us drinks. She was fun, easy to talk to, and very helpful with our food selection. She even understood our weird dislike of bacon lol. I would definitely go back again.",positive
"If you haven't been then you are missing out! We call this the gem of Tempe! You will not find another place that serves colder beer on tap! The blue moon is a personal favorite and you won't be disappointed! Their great happy hour as well as content food deals including .40 cent wings will make you wanting to come back again and again! Joey is by far the best bartender so if he is there say hi and ask for his ""Strong Island"" made by Joey!",positive
"My boyfriend and I ordered take out from this location and it was absolutely disappointing. First of all, they told us our order would be ready at 9 pm and we didnt get our food until 9:45. Second of all, we ordered the Triple Hog Dare You which was so bad that my boyfriend didn't eat it. We also ordered cheese fries which looked and tasted like they were a day old, again, we didn't even eat them. I also ordered the shrimp scampi. It had way too much butter and the breadstick was stale. For our whole meal we paid $45 and waited over 1 hour. This is the second chance we give this Applebees and it is safe to say I will never be returning. The service is bad and the food is worse.",negative
Always have a great time here!! Was greeted immediately after entering the restaurant. Drink came out fast .. It take a minute to get a refill ... But food was hot!! & everything was delicious:-). Will be back,positive
"As we first walked into the restaurant, the hostess was having a sidebar conversation with someone, even though seeing us, continued the conversation until finished, then gave us a giant fake smile.. felt like I was on some prank TV show. When she sat us down, our server came by and asked for drinks when we just barely sat down, haven't even looked at the menu yet so just ordered water. During the time my mother and I waited for our meal, we could hear the female bartender having a conversation with one of the guests of how she loves to party, doesn't know who her daughters father is and how she hates getting low tips from customers. Her and the guest were flirty and the entire conversation was entirely inappropriate. Our meal finally came, by the manager himself, not our actual server. The manager did NOT carry a tray for our food, he had each hand with a plate. As he was putting my mothers meal on the table, he stuck his thumb in her hamburger as he was setting the plate down.. EEEWWW!!!! Then he sat my plate down, all of my meal looked dried out, and it tasted like it too. I asked the manager for lemon slices before he left so I can add it to my water (ended up using it on the food instead). A few minutes went by and the server came by and asked us how our meal was, I said ""It's just ok."" As it was. He didn't ask why it was just ok, he just walked away and left. Once our meals were done, he gave us a check, had the card sitting on it to have it taken and took forever to get out of there. Then my mom asked about the hamburger she ordered to go, if we will be getting it anytime soon... he forgot it, figures. Will NEVER come back there and would never recommend. If I wanted IHOP service, I would have just gone to IHOP.",negative
"Terrible service, jerk of a bar tender, he was disrespectful to the hostess in front of customers. We got served water and 25 minutes later asked what we wanted to eat. Do not go to this location",negative
"Its Applebees, nothing wow about it, just the happy hour deal. Came to this place one evening on a weekday with my brother and his Fiance for drinks. There was a woman at the table next to us who honestly should had been cut off a long time ago, she was so sauced up, loud and obnoxious that our time spent there was ultimately just unpleasant, after much observation, she seemed to know the staff, what do you know, she works there. UNPROFESSIONAL. Not returning to this location anytime soon.",negative
The hostess (Ricki) here is really nice and the food she suggested hit the spot. What's not to like great hostess coo food and beer! My son also thought the hostess was awesome!,positive
"I took a couple of friends here for happy hour we had to wait till the exact time to get the better price, we asked the manager if we could get the happy hour price and she was very firm on no but finally she budged and gave in. Well the food I ordered was bad it was the blackened fish it smelled really bad it was not fresh so I had them take it back and got something else, that took a while to get that and by the time they brought it back my friends were already done with there meal so I took mine to go. Please approach with caution",negative
What can I say about Applebee's? It's an American chain restaurant. Food options are standard fare. Their Spinach & Artichoke Dip is what had me coming here back in the day but now my palate has matured. REALLY nice servers tho. The Chocolate Chip Cookie Sundae is the best thing I've had here; albeit overpriced in comparison to similar desserts around town.,negative
"Tacky and unfriendly atmosphere. Every server and employee (besides the annoyingly over-friendly hostess) seemed to be on the cusp of giving into their suicidal urges. Can't help but think ""Shenanigans"" from the movie ""Waiting"". Managerial staff attempts a fake niceness that is half ass-ed and transparent. Food was highly mediocre and seemed to be made from very cheap ingredients. If you were planning on eating at a chain like this, the ""Chili's"" on Mill Ave & University is an infinitely better bet (still an average place, but with a better atmosphere and better service).",negative
"Ugh...I've been on a losing streak lately while getting lunch. Tried Applebee's for lunch on Tuesday. I hadn't been to one in years, and figured ""why not""? I should have asked myself ""why""? Service was pretty good, hence the two stars. They have a ""14 minute guarantee"" so that once you place your order, they guarantee you'll have food in 14 minutes or it's free. The food was out within that time frame, I assume...I didn't have a stopwatch out but it seemed quick enough. I wish they'd taken longer to make it good. I could put some crappy chicken on a plate at home in under 14 minutes, but I pay someone else to do it in hopes that out will turn out better. It didn't. It was worse. Overcooked boneless wings that were overly breaded and tossed in poorly flavored sauce...Pretty much a swing and a miss all around. Also overpriced for what you get...It's simply not worth it at all. If you ever find yourself in this ""neighborhood"" (see what I did there?), just drive on by. I need to find the Applebee's that John Corbett has been going to...Until then I think I'll pass on a second trip to this place.",negative
"Here for happy hour on a hump day. Service was great! I had the dip, chunks of tender artichoke, chips light and salty. My BF liked the Asian wings. Long islands were tasty and not too strong.",positive
"Why so many bad reviews! I've had most of the items on the menu. The happy hour is awesome, too bad there's no happy hour on Saturdays, thats really lame. Other than that, the service is always great, hostesses and waiters are always friendly no matter how intoxicated our crowd is. The boneless wings are tasty and spicy and the artichoke dip is good with anything. Dont get Bahama Mama's or you will be called a wuss, forever. Long Island Iced Tea's are ok and the prices on beer are decent. For a while they had 2 for 1 shots of Patron....ah that was great. Contrary to popular belief, Patron and mozarella sticks DO mix.",positive
"My husband and I don't eat at chain restaurants very frequently...we try to avoid them when possible. Saturday night when trying to decide where to go out for dinner (we are running out of food in our house), I had a list of places I want to try. However, my husband didn't want to spend more than $30 on dinner (no clue why), so all of my ideas were out the window. We decided on Applebee's since I had a slight craving for a mucho mudslide. The only highlight of our trip to Applebee's was my mucho mudslide (it was yummy). My fried chicken salad was large for a half-size and was pretty good. I'd be concerned if a place could really mess something up as simple as that. My husband got the ultimate trio (basically he got to pick three appetizers)...he ordered the mozzarella sticks (blah...they were barely hot and not as good as they used to be back in the day); the sliders (what is up with every place, not fancy and fancy, having sliders on the menu nowadays??), and chicken wraps (Chris said they were OK). Our service was worse than the food. It took over 10 minutes after we placed our drink order for our drinks to appear on the table. No clue why it took that long because the bar area wasn't busy and the bartender didn't look backed up. Second, it took our food forever to come out...we have no clue why. A mother and daughter walked in after we placed our dinner order and when I glanced over wondering where our food was, I noticed they were eating! They got food before we did!!! GRRRRRRR. Our bill came to $28, but it was hardly worth it. On our drive home, we said we should have just gone to Wendy's for dinner...better quality food at a much much cheaper price.",negative
"I just spent $14 for a barely mediocre soup and salad. As the food was nothing special, I had lots of time to think. Here's what I came up with: 1) If I was going to ASU this would be the place to hang out. Why? Because you don't seem to find freshmen here. It's close to the university, but not RIGHT on campus. What was all around me? Upper class-men. And what were they talking about? School. In one hour long lunch I know people's grades, which teachers are fair in several subjects, tricks to doing philosophy papers in Mr. What's his name's class, how to get into a particular program without an interview and a bevy of other university delights. I even heard someone getting a killer deal on a rental house and someone looking for housing. One stop shopping. 2) I hate that Applebee's is one of the only places I can safely go now that I've become a dreaded nutrition/calorie counter. Their Weight Watcher's menu let's me order in complete confidence. I actually have options! I took a friend to Essence the other day (Applebee's polar opposite in all ways, and one of my favorite places to go) and I was really stuck. There is no nutritional information. They have no idea which of their items have less calories. No idea of the sodium content of that chicken salad. I made a ""I think this will work"" guess, but I'm pretty sure I under estimated when I was attempting to over estimate. I love going to independently owned places. I miss it. I really really do. But today when I was just way more hungry than that frozen meal was going to solve Applebee's was my only safe option in the area. 3) This location's Weight Watcher meals aren't as good as some other locations. There shouldn't be a difference in a chain - but boy oh boy is there! 4) Other folks around me were happily devouring their food. A table of girls eating behind me was on their 2nd helpings of unlimited soup and salad for $5.99. I suppose the rest of their fare is fairly standard Applebee's stuff. 5) While I don't want to repeat this again any time soon, My guess is that I'll be back here at least once every 2 months because I want something beyond what I brought to work. Just the thought of it makes me a bit queasy. 6) If I'm willing to pay $14 for crappy soup and salad (for only 400 calories) in a crappy place, with crappy surroundings - why can't more independent places step up and offer some healthy options they can be proud of? Proud enough to post those nutritional numbers on the menu. Heavens knows I'm not the only one...",negative
"the whole idea of applebee's really bothers me. chain restuarants that you can go to all over the country just seem weird. it seems so much more worth it to try something new and unique and risk it not being great than going somewhere that introduced that obnoxious song about baby back ribs... oh wait, that was chiles. well, i feel the same way about that restaurant too. the only times i came here were to do their happy hour, which is pretty good, if you can stand the atmosphere. the HH hours are pretty impressive; 3 to 7 and 10 to midnight every night of the week. other than that - gross, gross, gross",negative
"The place WAS good! The food, quality and quantity. The service ... Meh .. They had their days. And the decor WAAS nice. Yea, WaS! They have closed down! Too bad :(",positive
Pros: place is clean and staff is well dressed. Aprons are clean which is something I always notice Spring roll- never disappoints. Nice and crispy. Hot with a delectable dipping sauce. Cons: They are moving over to a self serve style Feb 1. That will be a nightmare I'm sure. They will take your order- but you have to pick it up. They are having difficulty finding full-time servers. Service is very slow. Not friendly but pleasant and present.Took at least 20 mins to place my order and coffee and place was empty. They don't seem to care if you are there or not. Never got asked for a refill on coffee and had to ask for water. All in all if you are not looking for great service but decent food. You'll be okay coming here. It's not the greatest but it'll do.,negative
"Really good place. I like variety of food there and the prices. Don't go there for lunch, by some reason the quality of food is always better at dinner. Our favorite Asian place in the area.",positive
"Tried their short ribs, sushi rolls, and general tsos. I would eat the short ribs again. Their glaze is a little bit sweeter than what I have had before. General tsos were okay too.",negative
"all together - OK we had two rolls of Sushi - a bit boring and dry, nothing great - seems like I can do the same at home ...not bad - just simple - some how I expected more, presentation was simple on round black dish we also had General Tzao Chicken and it was again plain and maybe less than OK, not spicy, chicken was warm not hot and moist in heavy sauce if you are in a need for lunch it's OK for about $7 per dish - just do not expect top dishes and sushi",negative
"If I wanted to make my wife happy, I bring home Azian! Need I say more? But in all honesty, the sushi is always fresh, the menu is reasonably priced and the service is friendly and great. Don't ever hesitate to eat here! And throw an invite my way too please?",positive
"Ordered take out of 3 items of corn soup, fried rice and sweet n sour chicken. The soup and fried rice were overly salty, and the white rice that came with the chicken tasted a few days old. We order take out often and have noticed a decline of food quality.",negative
Pretty good takeout with a large selection. Not the best and inexpensive in the area though. Nice for a combination of different Asian flavours though.,negative
This was my 2nd visit. Previously I had come for takeout and recalled that it was decent enough here. Today I had lunch. I couldn't decide from their vast menu. Opted for the Thai combo. The pumpkin soup was absolutely Delilsh. I can't say the same for the rest though. The bar was set high with the soup. The combo included Basil chicken ( pretty tasty) pad Thai ( non greasy which is good in my books) mango salad - a bit lack luster and bland. And pineapple for dessert. Also had iced green tea with honey - pretty good. Overall pretty good service and nice decor. Would like to try their sushi and see how that fairs.,positive
"Food was decent, and service was ok. Given the fact they serve, Thai, Chinese and Sushi though, the menu tends to be pretty big...almost too big.",negative
"I've known about this place since it opened. I've been there a bunch of times since and it has been very consistent with the quality of food and with the service. Great food, great atmosphere, the only thing I'm not a fan of is the distance it takes to get there. Thank g-d my fiancee lives in the area",positive
"We were dreading being out in ""the suburbs"" for dinner. A month of burned promises and our obligation to meet the family in their neck of the woods was suddenly being called into effect. We pull up to the faceless souless strip mall and start planning to have a generic box-restaurant experience. Thankfully, looks can sometimes be deceiving. We order the Vegetarian combo. It's awesome. Period. Such an unexpected surprise! Can't wait until this chain spreads.",positive
"My brother and I had dinner at the new Maple location last night. Service was fabulous (although it was a slow night) and the ambiance was nice. Decor is cool and modern - very comfortable. The menu is varied. There are Japanese, Chinese and Thai options. We had trouble making a decision. We order salmon sashimi which was very good. I also enjoyed the Tom Yum soup with shrimp but it didn't blow me away. My favourite Tom Yum soup is still from Spring Rolls. We ordered the Sushi and Maki (set for 2) with brown rice (a nice option) for 29.99. My favourite was the spicy tuna roll. We were trying to stay away from the fried food of which there is plenty on this menu. I was dying to try and soft shell crab and the mango chicken and various other dishes including tempura (my favourite) but since I am trying to lose weight, I wisely stayed away. Will definitely come back and try some other dishes, especially their combos and chef exclusives. The waiter was lovely and knowledgeable. I would love to see this restaurant succeed so give it a try.",positive
"This is our ""go to"" restaurant! The quality of the food is always great and we absolutely love the staff...shout out to K.T, Shannon and Josh! The team always works hard to make you feel at home! Keep up the good work!!",positive
"This is probably the best Italian food in town--but I literally drive in from over 30-miles away for the service! The staff and management here are so nice and responsive!! The manager, Alex, made some amazing dessert recommendations!! We will definitely be back!!!",positive
"I've eaten at Bravo before, and it was always just an average meal. This time that I went, I had possibly one of the worst dining experiences in my life. First off, when I went to use the restroom before eating, it smelled like a carnival outhouse. Completely disgusting. There was urine on the floor. If I hadn't been so starving at the time, I would have walked out. We asked for bread (during previous visits, it was brought out after beverages) and the waitress said, ""oh you want it now?"" Which rubbed me the wrong way. I ordered the Chicken Scallopini and asked for her to leave the Chicken off of it because i don't eat meat. She made a confused face and asked me if I wanted something instead, but I didn't know what options I had, so I just asked her to add extra mushrooms to it. When I got my dish, it looked... sad. There were two whole portobellas laying beside some twirled pasta. The portion seemed small compared to my friend's spaghetti. As I cut into the mushrooms, I saw that they were scalloped horizontally, almost paper thin. I have never in my life seem a mushroom cut that way. I had many bites that were just stem. The mushrooms were also extremely undercooked. It was hard enough to find something to eat because they don't have vegetarian options other than salad and eggplant parm. (I don't like eggplant). I didn't return the dish because I couldn't bare to be there anymore. I will never go here again. This place has awful service, dated recipes, high prices, and paper on their tables, on top of the table cloth. (Thought that seemed trashy).",negative
"Great food,, took our son and his soul mate to dinner, his choice, his favorite place,, first the reservation were nice and easy to make. They also let us bring our home made wine,, the service is one of the best, The food is awesome, we have been here many times. This is truly a restaurant.",positive
"Meh. I wasn't the one paying for my full course meal, but if I was, not the place I would choose. I ordered a pasta with shrimp and lots of garlic, and it was very greasy. I also shared a New York steak. I asked for medium rare, but it was cooked more like medium well. Furthermore, I was unsatisfied with the service. I came with a group of 6 people. We clearly saw large, empty tables, but the hostess at the front said that we would have to wait for about 30-40 minutes. I pulled out my OpenTable app and saw a table for 6 in ten minutes. I made my reservation and we were seated ten minutes later at my reservation time. I do not plan on returning. -- taste / 3 aesthetics / 3 vibe / 3 service / 1 price for quality / 2 OVERALL / 2.4",negative
Stood in like for 25 minutes just to be told the wait would be at least two hours without reservations. There were numerous empty tables and the staff was very unprofessional. The host would walk about for 10 minutes at a time and stand in the back just talking to other workers. Very pissed and will never be returning.,negative
"Very slow inefficient service. Food was good. Went at 5 on a Wednesday, told the wait was 15 to 20 minutes though the restaurant was half empty. I assume poor management.",negative
