Reviews,Label
This cannot be trusted bad service....iwent to get my oil change early ithink b4 9am ok so itold ineed oil done and ask for aquote 60 thousand mile tune up he come up 400 plus dollorrs isaid really ithink dealer is a 30 dollors less than that irather go there anyways so ill think bout it just oil change for now...ok so igo after 1 hour igo back 2 guys chatting by the fron desk igo is the car done he said yes sir ready to go ok im about to pay then he ask other guy why theres blank millleage on paoer works thats were ifound out that he said nobody done the car and he was about to do it isaid never mind im gonna be late for work...no buisness and talking doing nothing couldnt even do 1 oil change..wow what a service im.loyal customer i go here for everything but idoubt im comming back......so aneweiz the next day igo across the street firestone service is great and guess what my 60 mile tune uo 148 ahahhaha wow and werd talking firestone never go to tbis aa auto they are liars and no sevice... if ixan do no stars here iwould...,negative
"Napa Autocare Center located at 6765 W Flamingo Rd. is the ABSOLUTE BEST! Having just failed my smog inspection, I knew I needed professionals. I had received a ""Grand Opening"" flyer in the mail, so I drove over immediately. I was damned lucky to find this new auto care location. I was met at the counter by Byron and Ernie, who extended professionalism and courtesy while explaining what I needed to pass smog inspection. Their tech, Rob performed the needed repairs quickly and expertly, and then informed me on exactly what he'd done to my vehicle. The smog check tech, Chris was equally informative, helpful, and professional. They even gave me a discount for being an Air Force Veteran...how cool (and unusual) is that?!! Finally, I've found the BEST place in Las Vegas to take care of my annual smog check, as well as oil changes and tires. They will be my Number One Recommendation to anyone needing Expert Auto Care at a reasonable price! Many thanks to Byron, Ernie, Rob, and Chris - you guys are the best!",positive
"Took my car for a simple brake shoes change. Everything was perfectly fine, but after they changed it, the ABS and traction control light was on. And they never adjusted the e-brake, so it had no grip. I went back to the shop to complain, they said they will adjust the e-brake, but they will not take responsibility for the traction control light, since they said it was just a total ""coincidence"" that it 'just happened to activate' after they changed the brake shoes. Yeah.. total ""coincidence."" I obviously felt the BS so I went back to the shop for a 3rd time and had it checked via OBD2. It turns out, it was the rear wheel ABS speed sensor. Which just happens to be 2 inches from the brakes. The manager still wouldn't accept fault. He kept saying it was a total coincidence, and that they never touched the sensor, which just happens to be at the back of the brakes... that they changed. That it was just a ""total coincidence"" that the sensor broke 'coincidentally' after theyve replaced the shoes. I've got no more energy left to go back there a 4th time and get stuffed with BS after BS excuses. For $160, I thought I was getting a professional service. I will eat the cost of the new sensor and change it myself. Lesson learned. Never again.",negative
These guys know how to do it right. Up on the lift under five minutes. I knew I had a leak (probably just a pan gasket) and they brought it to my attention. No sales pressure at all. Great price also.,positive
"Came in for a smog... waited for a bit for when it was my turn they told me i had to wait for about 15-20 more mins because they needed to go get something for the smog machine. Who I assume is the manager noticed I had been waiting for a while now came up to me to tell me he was going to take care of the smog for me. When they do something w/o you asking, that's what I call great customer service. If I ever need to i will come back here",positive
Stopped in today after going to discount tire twice with a tire that I was told could not be patched up. My roommate suggested that I go to my mechanic of course AA Auto care and they patched up the tire no problem it works great thank you,positive
"WARNING!!! DO NOT USE THIS COMPANY FOR ANY PURPOSE!!! AA Auto Care - Previously Purrfect Auto - name changed I would guess because of poor service, bad reviews and horrible management to name but a few things that I have experienced. Now AA Auto Care. Well nothing changed but the name and a few of the employees (including some management). In all due respect, the workers there were friendly. Even the owner, who I talked to several times about my issues gave me the impression he wanted to do the right thing by me - yet the management wouldn't. This leads me to believe it was ALL LIP SERVICE! It is important that you know... This business under both names lied to me, to date fail to follow up and satisfy the work I overpaid for even under warrantee they refuse to do the proper work. Explain: I negotiated to have a rebuilt motor put in my car. They quoted me one price and charged me over $700 more. Out of desperation and the fact that without consulting me first they put the engine they claimed was rebuilt in the car. This took months to fulfil so I was very ready and in need of my car. It only gets worse.... During the subsequent YEAR I have fought with AA Auto et al about this issue, the car has NEVER operated properly, has all kinds of new issues, I've discovered that the engine is a USED engine with many miles on it, leaks oil, has a bad noise, also discovered that my original transmission was stolen and replaced with one from U Pull It (still has the markings on it from that business). Also during one of the many times they held my car for weeks on end, my tool box with tools that were given to me by my Dad who is now dead was stolen from my car. After much patience on my part and mere lip service and poor workmanship on theirs, the car still does NOT run and they have refused to honor the warranty yet told me I was ""too demanding"" when I wanted the car to run properly. I was event threatened by the man who I was told was there to 'handle complaints.' He basically attempted to get me to fight him at one of their locations on Craig Road. Yes, I have witnesses... This is the most frustrating of all things! I don't know what to do other than to contact an attorney (which I am in the process of giving all the paperwork and records I've keep) and now to write a WARNING to anyone who is thinking about doing work with this company. WARNING I have personally witnessed AA Auto sell services that were not needed to people who came in while I was waiting there. I heard the conversations before and after such sales and it is pure thievery what they do. In CONCLUSION: Horrible workmanship, Theft of Parts and Personal Items, Failure to honor Warranty, and threats of physical harm when confronting them about what they promised they would do!",negative
Stopped in today for an estimate for replacing sensors - estimate is approximately 743 - Nathan was very knowledgeable and friendly - I hope the reviews that were negative are not true and that I am not going to be ripped off because I am a woman - I hope they are honest,positive
"This place was great when it was puurfect auto, but now this place is nothing but a ripoff. Don't come in here thinking your going to just get what you want repaired and that's it. I went to discount tires because I recently got my tires replaced there and was hearing a noise thinking maybe a tire is loose, but they show me that the tire is literally wiggling with just moving it with their hands. They tell me that my hub bearing is loose, to go back to your mechanic since I got my hub bearing recently replaced again in the beginning of the year, so clearly the work wasn't done right. Take it to aa auto and explain the problem, instead of even putting on the rack he takes the opinion from the mechanic that supposedly replaced it right. With the mechanics opinion he comes back saying the car needs to be diagnosed instead of just checking out what is asked. I understood that my hub bearing was not in warranty but they could of atleast of checked it out without all the extra fees they wanted to add. Do not take your car here, you won't walk out with a simple fix. They always try to add stuff to fix even on oil changes but I have gotten second opinions and what they say is wrong is just fine. AA Auto care don't contact me and harass me, my business with you is done. I will be going to Puurfect Auto on Fort apache for an honest work.",negative
"Ladies and Gentlemen BEWARE. Mainly my ladies out there!! CROOKS. DIRTY CROOKS. They tried to charge me $1600 for a ""Brand New"" power steering pump, knowing that I was desperate. They told me they found a used after market part, everything plus labor would come out to around $950. Sounded good to me, as I do not know SH*T about cars, hence these CROOKS could sense that. My boyfriend felt something was wrong with the price and asked me to call the Mazda dealership and to google the part. When I googled the exact part, online its only $356. Mazda Dealership said the part brand new with warranty was $750. ARCHIE why would you lie to me over the phone and tell me the part brand new from dealership was 2X that? Thats so wrong man. You're a CROOK for that. Honesty and Fairness are not in these crooks vocabulary. GEORGE and ARCHIE appear to be nice and very knowledgeable but do not let that fool you. These guys are very PUSHY and relentless. The shop is too THIRSTY for your hard earned pennies. WOLVES in SHEEPS clothing. This auto shop preys on women. They SALIVATE when females walk through the door because all they see is $$$ signs. SAD WORLD. SORRY PEOPLE. PS. Later that evening I received a text from one of the CROOKS and they apologized for the situation and they stated they had spoke to their supervisor and they would fix my power steering pump for $500 out the door part and labor. Interesting when the first price I was quoted was 3X that amount. PSH They can save that for the birds. SHADY business Y'all, check your gut, check your sources before resorting to these HOOLIGANS.",negative
The customer service guy George is amazing. Very impressed with the pricing I recommend this place 100% and being a female we all think we are easy targets to being ripped off this place really does care.... My BMW 650I is back on the road no more oil leaks and shaking I'm back on the roads safely. Thank you AA Auto Team,positive
"This location has one of the best service I have seen. Was treated with great respect. I was expecting to pay over $90.00 for my full syn oil but came to find out it was on sale for $49.99,... Amazing. Thanks AA AUTO",positive
"Took car for oil change. I let them know that i had my car serviced some place else before that did a poor job, and that i ran a full service station years ago. They bragged that they would check car to see if it needed anything else. They said it needed fuel injectors cleaned and 120,000 mile maintence. I had injectors cleaned about 9 months ago and my car only has 101500 miles on it, so it does not need those items done anytime soon.. I knew I needed windsheild wipers, but they never mentioned them. My power steering pump also has a slow leak (need to add fluid every 5 to 6 months), and they did not mention that either. The leak on it can be seen right beside the cap for filling the oil, so i dont know how they missed telling me it wawas leaking. Also their oil change coupon mentions that it includes free tire rotation, which the car needed, but they did not do it. It also mentions that they will top off fluids, which the car needed power steering fluid, but they did not do.They do not do what is advertised or what they say. I wil not go back there and will be sure to let everyone who is looking for car repair to stay away. Surprisingly the oil was changed, but dont know about the filter. I just hope they put the correct oil in my type of car. Found oil on radiator resevior and cap, have no idea why, since the oil fill cap is on opposite side of engine compartment. I also found one of their red shop rags under the hood. My mileage indicator had also been reset, which irritates me also, since I use it to keep track of miles between fillups and there was no reason for them to mess with it. My trunk was also unlocked by them, which makes me wonder if they were looking for something in there. Or maybe they didnt know where the engine was in a BMW. STAY AWAY FROM THIS PLACE, for your own peace of mind. Only thing I can say good about them, is that they are friendly. I hope all the people that give them rave reviews double check the work these guys did.",negative
"This is one of the best services I've ever received. Good pricing too! All the employees were really helpful and they clearly explained the issue with my Mustang. I'd recommend them to anyone looking for fast, reliable, and caring service.",positive
"Prior to my visit to Sun Auto Service, I called several auto repair shops for a quote on work to be done. Quotes ranged as high as $495. Sun Auto Service came in at $170 and their work fixed the problem. Store Manager Wes Russell knows how to provide good service to his customers and is a real credit to the store. No frills just professional service at an honest price. Good coffee, TV and reading material or you can walk next door to Trader Joes for a snack.",positive
Very friendly and knowledgeable mechanics. They worked with me and helped me out. They went out of their way to make me a satisfied customer. Great work on my cars. Thanks!,positive
Pushy to the point where the mechanic wouldn't listen when I told him no to the extra crap he wanted to do in addition to an oil change. I ended up accepting because I didn't want to spend any more time arguing with the guy. Will never return. I've been to Jiffy Lubes more reputable than this place. Edit: they also would not stop calling me to talk about the review I posted. Avoid this place.,negative
Make sure you get copies of all your paperwork. Get everything in writing. What they tell you at the Washington location and what they do are very different. They do not honor their own warranty The district manager does not return phone calls. No accountability. If I could give a negative resting I would Thank you Fadi for your response. But I continued to use The Washington location and had a serious problem. When I tried to reach an area manager. I was either given the wrong number or never received a response. I had been a loyal customer for 6+ years. You have lost my business and recommendation,negative
"So I bring my truck in and request a tune up... they hook up the diagnostics and it reads a misfire in cylinder 1.. The manager Thomas looks under my hood and tells me it's the spider injector going bad, hes not even going to sell me a tune up because itll do no good and most places charge $800-$900 for the repair but he'll do it for $700... the next day I go in and explain I don't have $700 and this is an urgent issue. He seemed so friendly and willing to help, and I was naive. So he cuts me a ""deal!"" I bring the part and he'll replace it for $100. Costing me $450. So I bring my truck in. When I pick it up, while driving home it became so much worse than before so I call and he says to bring it in... after inspecting the truck he claims it was a defective part, he says he should be charging me the extra labor but doesnt.. the next day I pick my truck up again, and he tells me somehow they allowed fuel to cross into my oil and I need an immediate oil change.. (mind you they just changed my oil less than two weeks prior) so on my way home... yet again.. my truck starts up with the same problems that prompted me to take it in... so I get another oil change... still no improvement with my vehicle!! So I take it upon myself to watch some you tube videos on how to do a tune up myself... and guess what... $98 dollars and 2 hours later... i... me... myself who knows very little about vehicles... fixed my truck by doing what I asked this guy to do for me in the first place!!! And it runs like new!!! Stay away from this shop... they seem friendly... clearly that's not the case... I will be reaching out to corporate and whoever else I need to about them!!!!",negative
"If you take your car here for an oil change or smog check, be prepared for them to try to pressure you into other repairs that will cost you at least a few hundred bucks. They spent 10 minutes trying to tell us we needed to change the transmission fluid right away (among other things) because it smelled burnt. Guess what guys! The dealer replaced the transmission 1 month ago as part of a recall. Nice try though. Other than that, it took a little longer than I thought it would for an oil change. Overall, probably will be our last time going here.",negative
"WOW !!!! What a pleasurable experience.Coming from California I needed a good mechanic. I stopped by Purrfect Auto and had a couple things done to my Hyundai. I can't say enough how the manager Tomas treated me. He is one of the trustworthy, nicest, manager of a auto repair facility. His brother R.J. and Ron was great as well. If you need a great auto shop that will treat you like family Purrfect Auto on Washington Street is the place to go!!!!!!",positive
I just received a very insincere call from Toma's telling me his boss was upset about my review and he needed to offer me 100 dollar credit. I would never ever risk taking my car back to this shop and the tone of voice and words he chose still made it like he was mad at me. I'm sorry he got in trouble for not doing his job right but I will not be bought and will not take my car there again.,negative
"Thorough service, head mechanic let us know what needed to be fixed . Awesome personality, willing to work for you and with you. I will be coming back on Saturday for the rest of the work that needs to be done. Purrfect auto Service is exactly what it says ! . I finally found a mechanic to work on my car, that my husband and I can trust. Thanks !",positive
"Excellent customer service! They stayed open late for me for a $10 smog check. Checked my tire pressure, too! I appreciate you guys!",positive
"First time I went in was for a smog check and had a coupon from the Summerlin flyer! The lady at the front desk is very professional and Maurice the manager did the smog test and wrote a few things I needed in the future... He also fixed my husband's BMW hoses and we will definitely be back to fix a few other things! They are great for women to come to and be assured you will be taken care of NOT taken advantage of... Thanks Maurice! P.S. They are hard to find so when you are looking at Kmart they are to left where the ""Garden Center"" used to be!!!",positive
"This place rotated my tires. Next time I was in for an oil change and tire rotation, they said they could not rotate the tires because of broken studs on 2 of the wheels. Guess what? They broke them the last time, but how do you prove it. Also said I needed new front brakes and struts all around. I decided to take my car to the dealership. They fixed the studs and I did not need front brake job or struts. The dealership might be more expensive but you also don't wait around for 4 hours. They drive you to and from home. Worth the price to go to the dealership.",negative
"This Purrfect Auto is top of the line with very honest mechanics. The Manager was so truthful with me and even told me what work I did not need done when other establishments tried to sucker me out of more money for useless work. I've been coming here for a while and have never had an issue. One day I came in for an oil change during my lunch hour and in my work uniform. They were extremely busy so I was going to come back another day. The manager saw the uniform and new I only had a limited amount of time, he went ahead and expedited my oil change right away and I was in and out in record time. To me that is top notch customer service. Great staff, great mechanics, great business.",positive
Great place to check out if you have any problems with the car. I drove from California to Nevada for a social visit. I hit a tire piece on the highway. My car started started making noise in the undercarriage. They checked and removed the plastic strip within five minutes. How much? I asked. No charge. Whoa!! Great guys and gals to give me 5-star service even though I had never been there before. Maurice was very professional and courteous. I would go there again if I need any auto service.,positive
Diagnosed and fixed a problem on my car for a couple hundred bucks that could have easily cost me way more and saved my wife $300 on work she didn't need done but her dealership had told her she did.,positive
"DO NOT GO HERE!!!, The ""Repairs"" they did resulted in me bringing the SUV back 3 times and ended up with them Causing permeate damage to the engine rods, and banging now, they do not know what they are doing and will damage you CAR. This has been over a year of headaches in court and every thing else save your self the hassle and DO NOT GO THERE AT ALL COST!!!.",negative
"An age-old tale. A girl walks into a mechanic shop looking to get her oil changed while she goes across the street to yoga. She comes back and is met with a mechanic who goes through a laundry list of suggested replacements, transmission flushes...blah blah. ""I'll just stick with the oil change and consider the rest in the near future."" Girl leaves and gets on Summerlin Parkway. Within a few miles, her engine sounds like a locomotive and starts steaming. Girl pulls to the side of the road, calls the mechanic shop and gets a guy to come to the rescue. ""Follow me to the shop, and I'll take a look."" The diagnosis is a cracked radiator. Funny. The radiator wasn't cracked when the girl arrived for her oil change. A cracked radiator isn't something that you can get by with - that just...slips through the cracks...(no pun...). Girl calls her father, also a mechanic, who is not only candid, but eloquent in speech. ""I'll tell you what happened,"" he says, ""some fat mechanic leaned their overweight belly against your plastic radiator and it cracked. Or clanked a tool against it because you're a girl who doesn't know anything about car repairs. Fill the radiator with water, crack the lid, and get the hell out of there to a new repair shop.""",negative
"My WORST EVER experience with mechanics! DO NOT TAKE YOUR CAR TO PURRFECT AUTO! THEY WILL DAMAGE YOUR CAR ONLY TO CON YOU INTO LETTING THEM FIX IT! I only needed an oil change and tune up. They convinced hubby (not me, I protested and threw a tantrun) that they needed to charge my A/C and do some other crap or ""the engine might freeze up"" when the A/C was fine. Guess what? The A/C hasn't worked since they touched it! They must be psychic because after they put their mojo on it the engine did indeed freeze up! Voila! Abra Cadabra! Imagine if you will how much fun it was to drive over a thousand miles w/o A/C! This problem continues to evolve do to their finesse and after thy violated me for $400 I've NOW had to pay someone to fix their screw up AND my compressor is OUT now which will cost another $700-$900! Joy! They told me I didn't need a tune up, then claimed they changed the oil and filled the fluids. When I got out on the road in the midst of a cross country road trip I discovered they didn't even do this right! They took parts off the car so it wouldn't operate correctly then tried to sell me the parts to fix it! Too. Angry. now. Must. finish. later",negative
I get extreme anxiety when it comes to any type of work or check ups on my car. I had a list of errands to run for the day so decided to spot here to get my emissions test completed first. I showed up shortly before 8 am and there were already a few cars in line. 2 lanes were open and the lane I was in was shorter because my car is a 2000. And guess what? I PASSED! Lol. The whole visit was about 15 minutes total. It was completely painless and the lady who helped me was very polite. I love this location and am grateful it is so close.,positive
The manager (Miguel or Mike..not too sure) is a dick. He needs to shave.. He looks very very unprofessional. He kept thinking he was hot shit. Boasting that he had bitches.. what a lame. But the staff is awesome. The waiver guys were really helpful. And the inspectors were nice. Fast and Accommodating.. Thank You State of Arizona!,negative
"I arrived and there was no cars at all, awesome! And yes my car passed emissions! :) Employees were so friendly I guess because I was making them laugh and they invited me to come back and hang out with them :-) don't have lemonade waiting for me :-)",positive
"Different experience this time. Ran over after work and forgot my wallet. Was .50 short from glove box change, Tough luck. Come by the next night and the supervisor, was a guy this time, tells me car failed and I will need to have a bunch of work done. I asked was it not just a gas cap? This is a Lexus with 30k although it's a 2005. Took it to a shop who changed the gas cap and reset the error code. Went back for testing and the same supervisor stopped what he was doing to come over to test me. He asked if I took it to a shop, he was very suspicious of me. Tested it and was not happy it passed, kept trying like I was pulling something over on him. Begrudgingly he handed me the passed certificate.",negative
Could not have asked for a better experience. In and out in 5 minutes for $17. Can this place teach the DMV about customer service.,positive
"What would make a Emission testing station lose stars would be if it took forever or cost more than expected. This is a little off the beaten path, but located miles away from my work and I was able to get there in the morning and went right through. I would recommend using the website so you can see the wait times and plan accordingly.",positive
"Wait time for Monday afternoon, 3:45pm, was 10min. The people were friendly and helpful enough. This is the only location I go to. Would recommend this location.",positive
Easy in...easy out! Folks were friendly and made the emissions process hassle free! Plus it's an added bonus to know that this place was close to work! I'm gonna recommend all of the out of state folks who relocated with me to bring their cars here on their lunch breaks!,positive
Ha this place is a joke out of the thousand cars I have taken to emissions the one Washington is trash compared to the rest don't come here the morons can barley find the obd link plug in obd express lane backed up 12-15 cars and they doing a single car at a time while other places do 2 cars at once in the express lane,negative
"Came here because I thought I needed an emissions test to register my car in AZ. The manager was extremely nice, informative and answered all my questions. Long story short, I didn't need to get an emissions test.",positive
"I just showed up at 335p on a Monday w/2 cars ahead of me, & including testing- I was on my way 9 min later! The technician was friendly, efficient, & even took time to answer a couple questions. For something nobody likes having to do, it was painless. The most inconvenient part of the whole thing was the traffic on my way there :) PS- I think it's stupid that in AZ my 2009 vehicle w/28k miles on it needs to be tested every 2yrs at $20 a pop. But that's not this emissions center's fault....",positive
"The employees are nice, the process doesn't take long, and it's not a horrific wait most of the time. As an added bonus, if you fail, the people in the office are very helpful!",negative
"Donna inside the lobby was the most helpful, sweetest, most genuine person I've ever worked with at the facility like that. She explained everything in a very clear way and was more than willing to help me so that I did not have to use my free test after my first emission failure. So glad I came across her!",positive
"This was strangely painless. You can check wait times online and see what you're in store for. The listed wait time was 14 minutes and I think I only really waited for 8 minutes. The employees are friendly, fast and efficient- which can't be easy because it's got to be a hard job. All in all- it was a very nice surprise. The test was quick and very nice service. Well done!",positive
"First time visiting this facility. Went there around 4pm on a Thursday afternoon. Only 1 lane open, Lane 2 to be exact. There were about 4 cars in front of me. Few minutes after I arrived there, they opened up Lanes 1 & 3. I got lucky and was pointed to Lane 1. Fifth car in Lane 2 and was the first car getting into Lane 1. Took about 10 minutes to get everything settle and out of the site. Wished they would just open up all 3 lanes in the beginning so people wouldn't have to wait in line for long. The cost for the emission was $27.75 for 2 years. I believe that Tucson residents get charged less. Check the ADEQ site before you go so you can find out how long you will be waiting.",negative
I was in and out in less than 15 minutes. It wasn't half the hassle I was imagining it to be (it was my first time). Cost is $27 and some change for regular vehicles. There's a website that shows you up-to-date wait times for all the emission testing stations in the valley. Pretty cool!,positive
"Let's face it... who wants to go to the emissions test center and wait in line? After all, it does ADD a task to renewing a car's registration. And who wants to deal with the DMV. Oh, me, of course. alas, visiting the emissions test centers in AZ is something that us folks with 5+year old cars must do every couple of years. Here is my take on this particular station in a quick and down and dirty review that should help you figure things out. #1. Check the website to see what the wait time is. #2. READ the signs posted above the bays BEFORE you instinctively decide to take the shorter line. SOMETIMES, the longer line goes faster because it is for cars that are younger than 10 years old. READ the signs first! #3. Be prepared to get out of your car when you pull in to the bay. They need to get in your car to hook up the device that reads your car's computer. BE PREPARED. Have your card ready. #4. Don't wait until the last minute! Go BEFORE your expiration date, like on the 17th of the month or the 10th. I kicked this review down to #3 because the station at 16th street handled a bigger crowd more efficiently. Let's face it, we just want to get the heck outta there and efficiency is much more important to me. The staff was still friendly and operated with fast precision. They know what they are doing.",negative
It's an Emissions Testing Station. My standards are pretty low. The wait was appropriate given the line I was in. I would have given it 5 stars if they had a line for vehicles that didn't need their exhaust hooked up to get tested ( vehicle computer testing) like mine.,positive
"it is normally not like me to give a good rating on anything that is associated with the DMV but this is definitely an exception. They have a new tool that you can few current wait times at any emission location which makes going and scheduling time to do so, SO much easier. I was able to run on my lunch break and i was in and out of there in less than 10 minutes. The current wait time when i left my job was 2 minutes and that was how long i waited to get my testing done. YAY for something done correctly and in a organized manner with the DMV.",positive
"I hesitate to be critical of ANB but I want to alert other consumers. I used to go to Los Olivos Hand Car wash until they closed and decided to try ANB since they are also a hand car wash. I believe they try very hard and are good people. However, I had a car wash of just the exterior and it took almost 2 hours. Los Olivos traditionally got those done in 30 minutes. Also, this is not the first time they werevery slow. Unfortunately, IMO, ANB needs more employees to allow for their volume of vehicles and the employees need better equipment to allow them to be more efficient. Again, I think the people work hard but there just are not enough of them and they don't have the needed equipment like Los Olivos did.",negative
"I fired my other hand wash three years ago and hadn't had my cars hand washed since then. They'd been through a pressure sprayer occasionally, but never a real wash until I found this place. They aren't fast. But they aren't expensive. And they're more than worth it. They made not just one but both of my vehicles look better than they had in years which wasn't easy and that was just on their basic wash option. My recommendation, go when it's busy and go next door to Harvey's Wineburger and get a beer and a burger while your car is expertly washed by HAND. You won't be disappointed.",positive
"4.5 stars **came in when they open to avoid waiting long Pros: Reasonable price for hand wash Friendly staff I got dirt all over my car and it looks 99% sparkly after the wash Inside looks clean They follow my request for no fragance and no armor on dashboarh just simple wipe Cons: They did miss drying up under both sides of my rearview mirror and also on the back bumper, you see streaks of water all the way down. But it's a 5 mins fix for me and for the price and other things they do right, its so miniscule.",positive
